duration,hour,days_since_discharge,UserID,Device,user_enc,device_enc,anomaly_score,anomaly
255,10,7,U0192,D132,192,132,0.07549843680679447,0
122,8,17,U0167,D040,167,40,0.025227215622474986,0
92,9,7,U0463,D112,463,112,0.02506005019694224,0
198,10,7,U0403,D180,403,180,0.09600407711630815,0
160,9,12,U0087,D061,87,61,0.08820274025832892,0
139,13,11,U0462,D220,462,220,0.06392227048742727,0
208,14,0,U0114,D082,114,82,0.0654091644294526,0
190,12,6,U0137,D125,137,125,0.1155520248667331,0
157,12,7,U0075,D151,75,151,0.10311074905916146,0
129,14,5,U0445,D214,445,214,0.0570146603085841,0
215,13,15,U0292,D027,292,27,0.09469490112499851,0
206,15,3,U0226,D080,226,80,0.08575711506765143,0
176,16,15,U0315,D008,315,8,0.05302790093422327,0
254,9,0,U0090,D188,90,188,0.011417973910532564,0
137,9,10,U0076,D180,76,180,0.07756941949423302,0
119,8,18,U0349,D144,349,144,0.03745261926129351,0
152,14,7,U0370,D064,370,64,0.09905876012113324,0
178,11,10,U0322,D103,322,103,0.1138884846701011,0
190,16,15,U0179,D242,179,242,0.06225464722874108,0
170,13,15,U0418,D136,418,136,0.1030734724286993,0
194,14,12,U0367,D231,367,231,0.09504753197980098,0
130,14,9,U0189,D197,189,197,0.09914979803791796,0
238,15,9,U0395,D014,395,14,0.0661283830477663,0
177,11,3,U0241,D110,241,110,0.10168485353868129,0
225,10,5,U0028,D005,28,5,0.028019597395203766,0
194,10,10,U0285,D116,285,116,0.11818741922122222,0
198,17,11,U0149,D238,149,238,0.062382303221523716,0
203,15,23,U0336,D145,336,145,0.057296945670535115,0
198,10,14,U0308,D117,308,117,0.11042359694178006,0
206,15,8,U0218,D215,218,215,0.09920318959497232,0
233,9,13,U0277,D229,277,229,0.07256235419739615,0
188,12,1,U0443,D246,443,246,0.0022491234462659326,0
208,12,10,U0304,D113,304,113,0.1155593826989409,0
176,14,13,U0432,D113,432,113,0.10538569649744511,0
238,12,13,U0390,D221,390,221,0.0789920533653154,0
153,16,10,U0045,D210,45,210,0.05766608295460918,0
252,10,13,U0010,D057,10,57,0.029366299484818503,0
178,16,9,U0015,D091,15,91,0.07352256382104849,0
123,8,12,U0181,D022,181,22,0.043895018138157604,0
185,10,5,U0184,D215,184,215,0.09556653948927057,0
153,11,4,U0035,D243,35,243,0.028251177290744778,0
214,13,16,U0050,D026,50,26,0.06045690845567825,0
154,17,9,U0149,D249,149,249,0.038242423986590834,0
162,15,12,U0487,D076,487,76,0.07546169138193332,0
104,14,6,U0420,D074,420,74,0.04596199513404847,0
162,15,4,U0258,D125,258,125,0.10522937262397758,0
83,13,7,U0290,D014,290,14,0.026495738338098707,0
117,13,12,U0112,D157,112,157,0.08356642399871522,0
210,13,0,U0293,D133,293,133,0.07004606960598114,0
211,10,11,U0361,D024,361,24,0.08819189473722922,0
197,17,13,U0054,D246,54,246,0.01336086642487977,0
141,11,6,U0424,D030,424,30,0.07577073909210663,0
178,13,11,U0293,D010,293,10,0.08954516810909607,0
180,14,11,U0215,D067,215,67,0.12441436061203759,0
134,10,6,U0373,D206,373,206,0.08316034876084188,0
240,11,9,U0161,D111,161,111,0.10172938053734415,0
215,13,10,U0482,D023,482,23,0.0728316928786063,0
171,8,6,U0010,D013,10,13,0.010711075291444327,0
181,14,8,U0206,D023,206,23,0.11366361280235782,0
188,8,10,U0269,D086,269,86,0.08995635355631731,0
98,17,11,U0492,D068,492,68,0.005673545778443256,0
170,16,19,U0336,D110,336,110,0.07592736714961357,0
153,17,5,U0020,D153,20,153,0.05036880420896839,0
140,16,17,U0411,D093,411,93,0.06520618269788453,0
169,16,6,U0106,D041,106,41,0.08840385149044988,0
252,11,10,U0101,D101,101,101,0.07799176478834452,0
206,9,15,U0341,D111,341,111,0.08247021452285802,0
157,14,12,U0059,D047,59,47,0.09285733436438981,0
203,11,0,U0033,D249,33,249,-0.015072937888895188,1
236,12,15,U0064,D050,64,50,0.0610395278239782,0
217,8,12,U0214,D194,214,194,0.08421738330296158,0
182,17,7,U0479,D115,479,115,0.05813372681569351,0
154,13,9,U0259,D145,259,145,0.12794524375099303,0
208,14,12,U0360,D085,360,85,0.11383818803202794,0
196,10,13,U0234,D242,234,242,0.07931389179581927,0
216,17,13,U0311,D027,311,27,0.07515180129962062,0
205,9,6,U0069,D029,69,29,0.06491459127846227,0
222,17,10,U0335,D001,335,1,0.017058130670772442,0
159,14,6,U0009,D200,9,200,0.0650594153353195,0
233,8,14,U0290,D192,290,192,0.07972188483058024,0
188,9,9,U0215,D035,215,35,0.09209230312616962,0
263,10,12,U0251,D248,251,248,0.019056129611068395,0
152,11,7,U0393,D020,393,20,0.083484030290638,0
249,12,10,U0331,D061,331,61,0.0850291673915336,0
188,11,9,U0190,D181,190,181,0.12080257571828185,0
154,17,4,U0096,D027,96,27,0.046511466634199805,0
161,10,15,U0218,D227,218,227,0.09257023011962323,0
167,8,13,U0408,D031,408,31,0.05744624456533137,0
197,14,4,U0201,D185,201,185,0.09159439126354263,0
201,17,6,U0380,D069,380,69,0.07327442455334093,0
157,13,7,U0216,D124,216,124,0.11741377255143115,0
179,9,17,U0287,D150,287,150,0.09719821731710437,0
266,9,14,U0105,D069,105,69,0.060848567294521205,0
249,10,11,U0055,D123,55,123,0.0646044531867655,0
197,15,2,U0153,D191,153,191,0.06563793677674645,0
182,15,12,U0067,D213,67,213,0.08519434186165276,0
185,17,11,U0456,D158,456,158,0.07299114380164107,0
205,17,8,U0410,D018,410,18,0.05838395406809349,0
139,17,17,U0200,D199,200,199,0.055682108471598324,0
170,17,9,U0491,D007,491,7,0.01096785083814622,0
113,15,16,U0089,D211,89,211,0.036586666632348774,0
196,14,8,U0010,D063,10,63,0.07379018704857898,0
206,9,6,U0436,D215,436,215,0.0603633248460842,0
161,8,4,U0101,D204,101,204,0.05547627629534424,0
243,13,10,U0287,D125,287,125,0.09704849046807806,0
131,15,10,U0186,D123,186,123,0.09600915472584426,0
121,8,5,U0413,D040,413,40,0.025188685760478502,0
189,10,5,U0230,D116,230,116,0.11448439446965047,0
222,8,16,U0136,D178,136,178,0.06029357218903025,0
247,17,14,U0010,D006,10,6,-0.026466834044561294,1
162,16,19,U0342,D179,342,179,0.056407600463185215,0
223,14,2,U0400,D071,400,71,0.06465865539888316,0
178,15,19,U0351,D218,351,218,0.06062105834027365,0
173,16,6,U0266,D234,266,234,0.09050075050441536,0
215,10,3,U0056,D002,56,2,0.02204880388526176,0
206,17,11,U0469,D144,469,144,0.0748092993825662,0
117,9,1,U0049,D004,49,4,-0.03442207585920587,1
239,13,15,U0479,D229,479,229,0.02834135472663024,0
235,12,11,U0072,D187,72,187,0.08493959804466977,0
155,11,6,U0336,D238,336,238,0.07720445141925386,0
196,13,15,U0052,D072,52,72,0.08866764592172627,0
200,13,9,U0088,D114,88,114,0.11000344574860255,0
190,10,10,U0251,D069,251,69,0.11148477682338204,0
158,9,13,U0207,D135,207,135,0.10218899392187486,0
153,16,7,U0109,D171,109,171,0.08210470014659488,0
179,15,5,U0224,D153,224,153,0.11005960790929231,0
227,11,9,U0449,D175,449,175,0.0696004130113756,0
202,13,3,U0170,D083,170,83,0.09661390205021897,0
165,10,8,U0294,D025,294,25,0.09783094110847707,0
211,15,5,U0041,D057,41,57,0.06303892952483581,0
66,10,8,U0203,D117,203,117,0.03632224958202307,0
226,9,6,U0490,D194,490,194,0.03075315457623351,0
110,14,8,U0417,D239,417,239,0.030724863424347215,0
166,10,15,U0152,D185,152,185,0.10192356847150957,0
135,16,6,U0077,D024,77,24,0.047539572128598495,0
128,10,12,U0392,D014,392,14,0.05666585301064597,0
226,15,1,U0378,D010,378,10,0.0290300866576777,0
161,9,8,U0221,D095,221,95,0.10463558437326831,0
194,16,6,U0395,D223,395,223,0.08631271394277373,0
178,8,10,U0265,D005,265,5,0.04796470785674384,0
199,10,7,U0215,D001,215,1,0.06415775188874706,0
183,9,14,U0161,D022,161,22,0.08388290220187156,0
129,14,8,U0075,D092,75,92,0.08410989962589854,0
220,12,16,U0025,D006,25,6,0.023793637752306918,0
160,15,0,U0479,D189,479,189,0.006557681636083279,0
118,9,10,U0034,D029,34,29,0.018058221827303766,0
163,15,11,U0076,D079,76,79,0.09715393331077282,0
240,14,5,U0210,D000,210,0,0.03612567181559723,0
214,12,10,U0439,D204,439,204,0.08326862032901067,0
166,9,12,U0460,D163,460,163,0.07541790218471894,0
166,17,15,U0311,D000,311,0,0.019326678784118645,0
167,14,9,U0469,D149,469,149,0.09877825728035705,0
263,17,8,U0047,D100,47,100,0.013372909849414527,0
195,11,7,U0022,D220,22,220,0.06978752922302078,0
197,11,10,U0064,D061,64,61,0.09663775417772535,0
221,15,5,U0007,D079,7,79,0.04128882674647444,0
190,13,14,U0492,D242,492,242,0.03600026872274681,0
170,16,2,U0230,D043,230,43,0.07742436498785826,0
172,9,10,U0372,D008,372,8,0.0636532261244015,0
177,12,3,U0225,D088,225,88,0.1004170871495309,0
179,13,10,U0140,D037,140,37,0.11133022145995647,0
209,15,14,U0235,D021,235,21,0.0962253777109956,0
182,11,11,U0176,D168,176,168,0.12517109196021348,0
209,14,7,U0254,D001,254,1,0.06080167833031519,0
177,14,14,U0104,D128,104,128,0.10926107668991597,0
183,11,0,U0137,D009,137,9,0.039739204524202265,0
100,8,10,U0130,D098,130,98,0.03223575681554991,0
217,10,6,U0027,D087,27,87,0.06818348283476056,0
194,9,12,U0026,D177,26,177,0.07299325509205046,0
220,10,0,U0340,D151,340,151,0.05841327954497744,0
64,12,8,U0010,D235,10,235,-0.026163467872259538,1
264,8,7,U0215,D174,215,174,0.05039990889475965,0
174,12,15,U0011,D173,11,173,0.06424137392996088,0
224,9,6,U0006,D201,6,201,0.043493991708298485,0
138,11,9,U0169,D101,169,101,0.10804299301907355,0
205,13,10,U0351,D147,351,147,0.11622817616557068,0
138,16,10,U0393,D115,393,115,0.0872219548729054,0
155,17,10,U0316,D203,316,203,0.08545206265622107,0
257,13,10,U0063,D187,63,187,0.06752611577805367,0
172,17,10,U0283,D022,283,22,0.0780079309362528,0
189,9,22,U0409,D022,409,22,0.020743884260336465,0
215,15,1,U0348,D072,348,72,0.0614739233248181,0
200,12,6,U0346,D061,346,61,0.11086264642314342,0
186,16,10,U0179,D131,179,131,0.11972685123763988,0
195,17,16,U0457,D220,457,220,0.04339406380442501,0
276,16,15,U0387,D154,387,154,0.04680673674679081,0
178,11,15,U0105,D220,105,220,0.09307235152397736,0
188,8,10,U0149,D056,149,56,0.08068551538269997,0
222,16,16,U0265,D067,265,67,0.08525578985325133,0
224,16,7,U0387,D065,387,65,0.08075539244785779,0
227,15,15,U0134,D198,134,198,0.0675414878211873,0
206,12,11,U0190,D056,190,56,0.11194971146237032,0
134,12,11,U0241,D042,241,42,0.09969536928107614,0
245,17,3,U0086,D175,86,175,0.017512282604558393,0
134,13,1,U0194,D169,194,169,0.05777916114793835,0
192,8,9,U0087,D238,87,238,0.050692233204317594,0
150,16,10,U0366,D225,366,225,0.08309828071943492,0
177,12,4,U0484,D011,484,11,0.04328355265042211,0
193,14,15,U0413,D090,413,90,0.10411159446514412,0
193,15,6,U0360,D181,360,181,0.10493984979553128,0
197,12,13,U0115,D085,115,85,0.10792553248746717,0
245,10,9,U0331,D206,331,206,0.08372693623035826,0
198,13,14,U0276,D106,276,106,0.11860177351106699,0
170,14,4,U0431,D073,431,73,0.08566719815149104,0
219,11,2,U0490,D034,490,34,0.03388361408611623,0
228,16,13,U0272,D167,272,167,0.08338199002916413,0
131,11,14,U0450,D180,450,180,0.061611383795072416,0
204,17,12,U0462,D083,462,83,0.06698147742769128,0
208,9,6,U0355,D031,355,31,0.07670369543742672,0
168,16,13,U0479,D211,479,211,0.055316568770501284,0
235,11,13,U0008,D132,8,132,0.05870321432799169,0
174,11,4,U0423,D156,423,156,0.08970726632135556,0
185,17,12,U0241,D218,241,218,0.08505977567307327,0
173,8,11,U0383,D089,383,89,0.08100456807277684,0
181,9,11,U0213,D010,213,10,0.07167798654387797,0
136,10,3,U0483,D028,483,28,0.026363093290998174,0
122,14,14,U0223,D123,223,123,0.09143223979939208,0
244,16,7,U0186,D107,186,107,0.07362203574700255,0
146,12,7,U0324,D147,324,147,0.11807310395317339,0
140,11,12,U0121,D042,121,42,0.09146709889058313,0
94,9,9,U0424,D069,424,69,0.037666338338086636,0
154,14,3,U0495,D135,495,135,0.037899893782528504,0
127,13,18,U0195,D172,195,172,0.06860811437022696,0
246,14,11,U0431,D110,431,110,0.076116188013851,0
220,15,10,U0188,D065,188,65,0.10705762066338376,0
152,16,10,U0260,D189,260,189,0.0999531324909887,0
270,17,10,U0006,D182,6,182,-0.005277891394398049,1
219,12,10,U0458,D090,458,90,0.08969435355695399,0
167,12,16,U0358,D165,358,165,0.10029843785962228,0
80,11,18,U0389,D211,389,211,0.005030242208463931,0
272,10,9,U0156,D221,156,221,0.051744835272242384,0
124,14,13,U0434,D092,434,92,0.0713185396696061,0
114,12,13,U0464,D193,464,193,0.040624054249842945,0
221,14,13,U0027,D014,27,14,0.04608170207084805,0
278,9,16,U0312,D032,312,32,0.039265978964917625,0
235,16,14,U0318,D010,318,10,0.052594210889687076,0
203,16,12,U0421,D167,421,167,0.09129782946558329,0
204,16,7,U0210,D087,210,87,0.09824228597542367,0
214,12,12,U0048,D168,48,168,0.08809952398002219,0
210,17,5,U0491,D078,491,78,0.03293885015202619,0
191,16,12,U0267,D132,267,132,0.11513067217381728,0
184,8,12,U0172,D200,172,200,0.09262949118540048,0
177,9,3,U0357,D131,357,131,0.07167627212634037,0
150,17,8,U0210,D218,210,218,0.08040042005717923,0
169,12,6,U0480,D233,480,233,0.04738454249192553,0
112,12,14,U0300,D195,300,195,0.0733313131916733,0
176,13,9,U0388,D164,388,164,0.11947848832033431,0
140,15,3,U0064,D114,64,114,0.06544115774973136,0
136,8,12,U0418,D244,418,244,0.019753044678242127,0
187,17,11,U0162,D012,162,12,0.06034609131222973,0
236,16,11,U0366,D148,366,148,0.08848723382623763,0
217,11,4,U0110,D010,110,10,0.05899634053484615,0
117,15,13,U0158,D203,158,203,0.06837069866041501,0
140,12,9,U0245,D013,245,13,0.089078418841891,0
218,8,9,U0291,D236,291,236,0.05367562852398744,0
141,16,4,U0423,D249,423,249,0.01201193880273077,0
171,15,4,U0098,D163,98,163,0.0796855692944336,0
202,12,30,U0423,D140,423,140,0.03949904858739217,0
141,11,4,U0188,D186,188,186,0.0984264020620369,0
184,15,0,U0011,D068,11,68,0.028038832366550248,0
127,16,8,U0246,D020,246,20,0.05705944459686019,0
156,14,9,U0209,D200,209,200,0.11554082291674816,0
193,11,5,U0219,D096,219,96,0.11669864619516818,0
116,14,6,U0268,D107,268,107,0.0860084173517241,0
198,13,9,U0413,D191,413,191,0.11014298176923154,0
179,10,12,U0039,D182,39,182,0.08102325740086641,0
202,17,3,U0400,D080,400,80,0.061518796785047514,0
189,10,8,U0072,D090,72,90,0.09407351012938786,0
235,8,10,U0358,D192,358,192,0.06722556280123232,0
185,12,9,U0405,D178,405,178,0.11095228266348856,0
163,15,7,U0055,D196,55,196,0.0785248979164217,0
185,13,5,U0317,D075,317,75,0.11379796847107626,0
202,15,19,U0056,D024,56,24,0.04234678938760095,0
182,14,0,U0142,D024,142,24,0.055842184207849255,0
182,9,15,U0348,D139,348,139,0.09152027102931132,0
152,15,4,U0375,D010,375,10,0.0535002731894178,0
153,11,11,U0053,D093,53,93,0.09037060749337661,0
124,12,10,U0143,D047,143,47,0.08294660265457432,0
250,15,5,U0211,D218,211,218,0.054252220929429995,0
130,12,9,U0472,D080,472,80,0.06559719374320577,0
152,12,8,U0231,D221,231,221,0.10575985681895256,0
151,13,10,U0407,D130,407,130,0.10880573738332217,0
216,14,16,U0079,D074,79,74,0.07279351719536653,0
168,16,17,U0370,D176,370,176,0.08094031389659584,0
230,14,6,U0207,D160,207,160,0.09958964701234824,0
153,13,12,U0377,D046,377,46,0.10056388984759135,0
191,17,15,U0408,D072,408,72,0.07070072586876514,0
147,11,8,U0126,D145,126,145,0.11372715416282658,0
266,17,13,U0429,D000,429,0,-0.027745406648800874,1
132,9,22,U0182,D069,182,69,0.03316183198044326,0
192,16,4,U0367,D225,367,225,0.07810376463670604,0
205,17,12,U0384,D132,384,132,0.09407470866705864,0
197,12,5,U0433,D002,433,2,0.05148740402979002,0
173,12,7,U0122,D089,122,89,0.11422159840279889,0
175,10,8,U0177,D100,177,100,0.12170804553073822,0
182,10,12,U0416,D231,416,231,0.08062144294742307,0
174,8,20,U0240,D197,240,197,0.04155106731219704,0
219,12,7,U0115,D010,115,10,0.07053898562375133,0
268,10,15,U0326,D074,326,74,0.0652421156999673,0
158,9,5,U0229,D106,229,106,0.10237250313208246,0
125,16,8,U0492,D039,492,39,0.028552617956728366,0
176,17,17,U0347,D101,347,101,0.07197408992893906,0
283,13,15,U0486,D063,486,63,0.030883455990379227,0
148,10,8,U0155,D079,155,79,0.1079340158243775,0
246,14,7,U0159,D211,159,211,0.0760290912348428,0
247,16,12,U0087,D083,87,83,0.05539113000691931,0
158,16,7,U0007,D217,7,217,0.042862227624554605,0
203,8,8,U0299,D057,299,57,0.08250520132998246,0
245,9,8,U0095,D226,95,226,0.0539497073245106,0
165,15,9,U0027,D231,27,231,0.06949986692512361,0
172,8,7,U0123,D236,123,236,0.0551981004626656,0
157,10,2,U0367,D233,367,233,0.055684785425148264,0
139,14,18,U0194,D152,194,152,0.0861893385184595,0
154,15,14,U0134,D029,134,29,0.09596547714734255,0
131,12,10,U0133,D167,133,167,0.08996955252955985,0
181,9,6,U0476,D024,476,24,0.04818695431452902,0
149,10,16,U0044,D009,44,9,0.031064529289598353,0
189,16,12,U0013,D108,13,108,0.07282808799899904,0
118,17,7,U0172,D056,172,56,0.0438512964947263,0
193,14,13,U0186,D162,186,162,0.12314221063576136,0
213,8,10,U0423,D026,423,26,0.0495084173381336,0
100,10,11,U0082,D195,82,195,0.03554816388517551,0
195,16,14,U0173,D061,173,61,0.10217421169409308,0
229,14,13,U0314,D207,314,207,0.09126662246677542,0
132,9,14,U0344,D156,344,156,0.07730229862383214,0
247,13,19,U0292,D098,292,98,0.07028520267023874,0
197,16,13,U0081,D148,81,148,0.08696370638978246,0
152,11,22,U0451,D168,451,168,0.027735575066319185,0
178,17,16,U0064,D158,64,158,0.06104889037592598,0
202,9,9,U0352,D146,352,146,0.09814568448535227,0
183,10,2,U0411,D235,411,235,0.04520426561709784,0
202,14,16,U0040,D037,40,37,0.0691809787368472,0
143,11,4,U0338,D159,338,159,0.08704461748789138,0
187,14,11,U0096,D003,96,3,0.053914590874616586,0
123,12,14,U0270,D077,270,77,0.09926499183269044,0
176,15,5,U0236,D064,236,64,0.10990980709657361,0
144,15,7,U0342,D103,342,103,0.09448391823637747,0
151,12,5,U0476,D082,476,82,0.058825458393072905,0
229,14,20,U0166,D047,166,47,0.051132808341961655,0
224,13,14,U0461,D159,461,159,0.0846365381366731,0
204,15,6,U0477,D124,477,124,0.06706302763555522,0
136,16,2,U0193,D007,193,7,0.023504355164735702,0
167,12,6,U0332,D132,332,132,0.10711213435011702,0
229,14,7,U0487,D199,487,199,0.04891994734751587,0
186,8,7,U0283,D176,283,176,0.09206007613280037,0
273,15,14,U0414,D197,414,197,0.03674254154089035,0
196,10,3,U0139,D098,139,98,0.08812335176163899,0
188,8,15,U0268,D052,268,52,0.06481515034932989,0
168,13,1,U0002,D126,2,126,0.03826912874711602,0
185,15,10,U0062,D115,62,115,0.10078152173932203,0
174,10,7,U0028,D059,28,59,0.07566284018431901,0
208,8,15,U0370,D188,370,188,0.06549287638507689,0
218,10,17,U0063,D189,63,189,0.06083250896222259,0
149,12,14,U0093,D202,93,202,0.09218664727481118,0
127,15,12,U0331,D140,331,140,0.08439338313388006,0
107,16,9,U0340,D088,340,88,0.05056169416996703,0
200,16,17,U0125,D050,125,50,0.07460266569914459,0
136,11,5,U0321,D156,321,156,0.10489063190387876,0
94,15,12,U0371,D246,371,246,0.013341514441791325,0
196,12,15,U0177,D019,177,19,0.10229166054134226,0
280,10,15,U0207,D034,207,34,0.0471268398395468,0
180,12,13,U0351,D089,351,89,0.11673084493495534,0
214,9,13,U0219,D114,219,114,0.09646532075411912,0
183,13,14,U0456,D083,456,83,0.09401718607221288,0
176,8,9,U0144,D230,144,230,0.07216763930026093,0
217,13,17,U0120,D106,120,106,0.08803463860993643,0
168,12,20,U0055,D040,55,40,0.04131433241926752,0
191,16,1,U0113,D238,113,238,0.023941716285634906,0
193,14,8,U0210,D171,210,171,0.11978258293165173,0
153,13,4,U0006,D043,6,43,0.054672351972223365,0
220,14,7,U0419,D133,419,133,0.08996710410910386,0
173,17,11,U0295,D190,295,190,0.09069513727187795,0
150,12,12,U0256,D144,256,144,0.12659083871596083,0
201,8,9,U0169,D119,169,119,0.09008255691952632,0
144,16,13,U0163,D113,163,113,0.09984918834836926,0
181,12,6,U0368,D090,368,90,0.1121548783857419,0
180,11,8,U0294,D040,294,40,0.1119352288182986,0
223,13,13,U0376,D234,376,234,0.07561758690955211,0
199,12,8,U0128,D210,128,210,0.10230561306687369,0
179,8,4,U0239,D233,239,233,0.06911749639504122,0
213,9,21,U0215,D223,215,223,0.03592868432412516,0
236,11,15,U0190,D234,190,234,0.07607093343828347,0
202,15,11,U0073,D150,73,150,0.09598181998886057,0
180,12,14,U0330,D037,330,37,0.10857001131968719,0
128,14,12,U0357,D168,357,168,0.08439031929035246,0
137,9,2,U0341,D030,341,30,0.04223091967014225,0
168,15,11,U0311,D143,311,143,0.11588084414788741,0
156,12,6,U0414,D122,414,122,0.09945779029305929,0
173,11,11,U0256,D130,256,130,0.12660365501593907,0
182,16,12,U0040,D079,40,79,0.0878225390741384,0
201,13,15,U0138,D241,138,241,0.0696287972432475,0
177,11,5,U0261,D114,261,114,0.11195026028344396,0
199,15,5,U0434,D143,434,143,0.08914568523236127,0
183,10,8,U0191,D067,191,67,0.1160958125894676,0
101,17,17,U0236,D068,236,68,0.020612602213736175,0
142,9,8,U0208,D181,208,181,0.09567322634146308,0
174,14,13,U0077,D219,77,219,0.08928331847281457,0
132,11,10,U0351,D086,351,86,0.0859380816083875,0
204,11,8,U0403,D041,403,41,0.10050551937942337,0
241,17,11,U0372,D191,372,191,0.06467194728163456,0
229,16,14,U0259,D125,259,125,0.09165212995029604,0
171,9,13,U0250,D018,250,18,0.08588668150478229,0
240,8,4,U0422,D088,422,88,0.04341469128154568,0
186,14,12,U0046,D082,46,82,0.10239361175518902,0
167,15,18,U0405,D061,405,61,0.07983646666817129,0
155,10,12,U0348,D002,348,2,0.060451286403602034,0
168,9,16,U0297,D007,297,7,0.055727669265772606,0
164,11,19,U0100,D217,100,217,0.05947952866388656,0
187,9,11,U0460,D158,460,158,0.0816320335813196,0
186,9,10,U0462,D018,462,18,0.0649540695088065,0
180,12,12,U0290,D118,290,118,0.12277614570854711,0
197,17,16,U0152,D208,152,208,0.05984081173948247,0
228,12,9,U0114,D064,114,64,0.10147836626795814,0
218,15,4,U0386,D052,386,52,0.07812485498866284,0
121,16,12,U0306,D012,306,12,0.03882312395030274,0
78,9,15,U0267,D058,267,58,0.02160329376788883,0
217,8,12,U0141,D184,141,184,0.07560043742347244,0
125,10,12,U0423,D170,423,170,0.07268770066104308,0
171,13,10,U0287,D011,287,11,0.09475517828275365,0
133,12,9,U0305,D223,305,223,0.08664451093473224,0
108,15,16,U0067,D087,67,87,0.02867259587579063,0
202,15,1,U0284,D097,284,97,0.07469870887892777,0
210,9,10,U0030,D151,30,151,0.07205140575217434,0
157,16,5,U0479,D169,479,169,0.050326445399900555,0
76,11,10,U0023,D136,23,136,0.011358126794950185,0
158,8,11,U0010,D175,10,175,0.04995218892646203,0
196,9,13,U0126,D067,126,67,0.09983267921503003,0
121,13,11,U0285,D175,285,175,0.08743637030572621,0
187,12,17,U0496,D152,496,152,0.054888183018393544,0
179,14,11,U0274,D099,274,99,0.12717035023835516,0
203,16,5,U0163,D151,163,151,0.09663347458535687,0
185,13,15,U0261,D022,261,22,0.10098333477285643,0
141,13,12,U0129,D102,129,102,0.10907953701975681,0
228,9,5,U0230,D061,230,61,0.08165436110415963,0
174,14,14,U0379,D078,379,78,0.11624950226206276,0
179,9,7,U0274,D088,274,88,0.10169978846913413,0
143,14,15,U0429,D188,429,188,0.07921191069849393,0
162,15,4,U0239,D119,239,119,0.1029831000958607,0
145,8,9,U0039,D106,39,106,0.06293598295674585,0
173,16,12,U0145,D009,145,9,0.05312645158956941,0
248,15,5,U0360,D009,360,9,0.039629615323709455,0
125,16,13,U0291,D069,291,69,0.07386972270926062,0
115,12,15,U0429,D243,429,243,0.02213052389562964,0
239,11,9,U0311,D068,311,68,0.10280836188699233,0
172,8,12,U0307,D059,307,59,0.08556106765459992,0
153,16,6,U0309,D092,309,92,0.09478261402108601,0
222,11,24,U0311,D211,311,211,0.04593581247244599,0
156,11,10,U0372,D064,372,64,0.10015287618378005,0
253,11,12,U0117,D213,117,213,0.07101112323681069,0
207,9,9,U0113,D056,113,56,0.09022672762658146,0
160,11,7,U0019,D110,19,110,0.07317126398940488,0
266,9,15,U0228,D214,228,214,0.04928529796637665,0
156,15,0,U0000,D217,0,217,-0.003021473627082827,1
210,14,1,U0278,D013,278,13,0.055432984816112196,0
192,17,12,U0293,D035,293,35,0.07888365014397203,0
232,9,8,U0019,D061,19,61,0.04045526224479673,0
242,9,14,U0259,D075,259,75,0.0830842131500672,0
181,9,7,U0242,D014,242,14,0.08130190208219529,0
150,8,2,U0379,D048,379,48,0.02719775771205346,0
198,13,10,U0496,D079,496,79,0.07157286310471872,0
153,13,9,U0101,D142,101,142,0.1161979735072276,0
261,8,5,U0196,D199,196,199,0.039550239714573276,0
185,8,14,U0389,D171,389,171,0.08464376898634685,0
165,13,12,U0190,D241,190,241,0.09950928291465377,0
187,13,5,U0345,D077,345,77,0.10703581125504474,0
126,11,2,U0128,D129,128,129,0.0723730782918407,0
141,10,12,U0127,D118,127,118,0.104883125440419,0
228,16,5,U0113,D203,113,203,0.06262660502301526,0
154,13,5,U0446,D062,446,62,0.0796496637987405,0
138,8,9,U0206,D023,206,23,0.05490470123613578,0
201,10,10,U0335,D001,335,1,0.06091366216554528,0
227,8,13,U0342,D081,342,81,0.06346290566491902,0
209,10,15,U0104,D131,104,131,0.09241652684511004,0
220,9,8,U0213,D091,213,91,0.09903571292553115,0
150,12,13,U0437,D216,437,216,0.07860777130556623,0
123,10,9,U0196,D104,196,104,0.09073906739425402,0
240,14,16,U0170,D167,170,167,0.08566225855217002,0
167,15,6,U0260,D006,260,6,0.0659011106244165,0
170,14,13,U0453,D236,453,236,0.05485658224213902,0
233,9,6,U0321,D247,321,247,0.03920451266145081,0
202,17,5,U0265,D203,265,203,0.0706180582652422,0
198,17,8,U0373,D060,373,60,0.08009567346349467,0
267,14,0,U0163,D171,163,171,0.010517905547839157,0
154,17,15,U0237,D246,237,246,0.03819441745906699,0
217,10,6,U0162,D108,162,108,0.10651384527150798,0
182,14,8,U0428,D210,428,210,0.09494215042877857,0
191,8,5,U0022,D195,22,195,0.0451499334086925,0
241,9,15,U0189,D129,189,129,0.08262999166969293,0
200,17,11,U0302,D215,302,215,0.08358374627601456,0
202,8,13,U0399,D044,399,44,0.06159601363064099,0
223,16,11,U0164,D138,164,138,0.09993517622675868,0
165,9,11,U0425,D215,425,215,0.07906914867726589,0
146,9,12,U0418,D166,418,166,0.08768583876877101,0
138,13,15,U0239,D200,239,200,0.09988627622707363,0
101,14,4,U0039,D122,39,122,0.02371217783535695,0
262,9,7,U0015,D006,15,6,-0.001272887615006435,1
136,11,5,U0196,D028,196,28,0.08283949766667259,0
171,10,13,U0266,D226,266,226,0.09893818234241564,0
